,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,NAICS_CODE,NAICS_DESC,LEVEL,ENROLLMENT,START_GRAD,END_GRADE,FT_TEACHER,YEAR
11751,01324148,ST GREGORY SCHOOL,500 S COLLEGE AVE,TYLER,TX,75702,1,1,192,SMITH,48423,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,170,2,10,22,2009
11752,A9703304,CROWN OF LIFE LUTHERAN SCHOOL,6605 PLEASANT RUN RD,COLLEYVILLE,TX,76034,1,1,105,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,95,2,13,10,2009
11753,A0109405,HOLY FAMILY CATHOLIC SCHOOL,9400 NEENAH AVE,AUSTIN,TX,78717,1,1,556,WILLIAMSON,48491,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,525,2,13,31,2010
11756,AA001045,NEW BRAUNFELS CHRISTIAN ACADEMY,220 FM 1863,NEW BRAUNFELS,TX,78132,1,1,438,COMAL,48091,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,392,2,17,46,2010
11772,Y1328368,ST MARY'S HALL,9401 STARCREST DR,SAN ANTONIO,TX,78217,1,1,998,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,900,2,17,98,2012
11773,Z1326892,SECOND BAPTIST SCHOOL,6410 WOODWAY DR,HOUSTON,TX,77057,1,1,1080,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,961,2,17,119,2012
11917,A1792084,INTEGERITY ACADEMY,1701 TOOMEY RD,AUSTIN,TX,78704,7,1,70,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,60,1,1,10,2019
11918,BB182569,LIVINGSTON MONTESSORI SCHOOL,622 W NOBLITT,LIVINGSTON,TX,77351,2,1,63,POLK,48373,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,54,2,15,9,2019
11919,A1703591,THE GODDARD SCHOOL CEDAR PARK,1905 EL SALIDO PKWY,CEDAR PARK,TX,78613,1,1,36,WILLIAMSON,48491,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,29,2,6,7,2019
11920,A1703604,WILLIAMS COMMUNITY SCHOOL,5209 DUVAL RD,AUSTIN,TX,78727,4,1,30,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,25,2,3,5,2019
11921,A1303393,ST MARTIN DE PORRES CATHOLIC SCHOOL,4000 W UNIVERSITY,PROSPER,TX,75078,1,1,140,DENTON,48121,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,128,2,12,12,2019
12400,01327659,SAN ANTONIO ACADEMY OF TEXAS,117 E FRENCH PL,SAN ANTONIO,TX,78212,1,1,362,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,324,2,13,38,2010
12401,02059981,BRAZOS CHRISTIAN SCHOOL,3000 W VILLA MARIA RD,BRYAN,TX,77807,1,1,452,BRAZOS,48041,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,416,2,17,36,2010
12402,01325946,EPISCOPAL DAY SCHOOL,34 N CORIA ST,BROWNSVILLE,TX,78520,1,1,249,CAMERON,48061,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,229,2,11,20,2009
12403,01326269,ALCUIN SCHOOL,6144 CHURCHILL WAY,DALLAS,TX,75230,2,1,437,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,382,2,17,55,2010
12404,A0771854,SPANISH SCHOOLHOUSE,653 PKWY BLVD,COPPELL,TX,75019,7,1,12,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,10,2,3,2,2010
12405,A0702182,AFRICA-CARE ACADEMY,724 W 10TH ST,DALLAS,TX,75208,6,1,12,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,11,2,12,1,2010
12406,01324501,CHRIST THE KING CATHOLIC SCHOOL,4100 COLGATE AVE,DALLAS,TX,75225,1,1,503,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,468,3,13,35,2010
12407,A9708042,WEE WISDOM,1712 WESTON BRENT LN,EL PASO,TX,79935,6,1,12,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,11,2,6,1,2010
12408,A0109420,LORETTO ACADEMY,1500 HARDAWAY ST,EL PASO,TX,79903,1,1,631,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,600,2,17,31,2010
12409,01326032,TRINITY EPISCOPAL SCHOOL,720 TREMONT ST,GALVESTON,TX,77550,1,1,256,GALVESTON,48167,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,228,2,13,28,2009
12410,A0303033,AMBLESIDE SCHOOL OF FREDERICKSBURG,106 S EDISON ST,FREDERICKSBURG,TX,78624,1,1,92,GILLESPIE,48171,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,79,2,17,13,2010
12411,BB041576,KATY ADVENTIST CHRISTIAN SCHOOL,1913 E AVE,KATY,TX,77493,1,1,41,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,37,2,13,4,2010
12412,BB943638,APPLE TREE SCHOOL,17127 RED OAK DR,HOUSTON,TX,77090,6,1,12,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,9,2,7,3,2010
12413,AA900049,LORD OF LIFE LUTHERAN SCHOOL,4425 FM 2351 RD,FRIENDSWOOD,TX,77546,1,1,66,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,56,2,13,10,2010
12430,01328131,MEMORIAL HALL SCHOOL,2501 CENTRAL PKWY STE A-19,HOUSTON,TX,77092,1,1,88,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,78,12,17,10,2009
12431,01325108,RESURRECTION CATHOLIC SCHOOL,916 MAJESTIC ST,HOUSTON,TX,77020,1,1,116,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,108,2,13,8,2009
12432,BB912602,THE BRIARWOOD SCHOOL,12207 WHITTINGTON DR,HOUSTON,TX,77077,4,1,404,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,335,3,17,69,2009
12433,A9304170,SOUTH TEXAS CHRISTIAN ACADEMY,7001 N WARE RD,MCALLEN,TX,78504,1,1,242,HIDALGO,48215,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,223,2,17,19,2010
12434,01323971,ST ELIZABETH CATHOLIC SCHOOL,615 E 5TH ST,ALICE,TX,78332,1,1,107,JIM WELLS,48249,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,99,2,11,8,2009
12435,A0503410,GENEVA SCHOOL OF BOERNE,113 CASCADE CAVERNS RD,BOERNE,TX,78015,1,1,758,KENDALL,48259,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,691,3,17,67,2010
12436,A0303119,REDEEMER EPISCOPAL SCHOOL,648 MADISON ST,EAGLE PASS,TX,78852,1,1,42,MAVERICK,48323,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,38,2,10,4,2010
12437,01323756,ST ANTHONY SCHOOL,203 DUNNE AVE,ROBSTOWN,TX,78380,1,1,111,NUECES,48355,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,100,2,13,11,2009
12438,02163573,FORT WORTH ACADEMY,7301 DUTCH BRANCH RD,FORT WORTH,TX,76132,1,1,232,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,206,3,13,26,2009
12439,YA000240,HYDE PARK SCHOOL,3901 SPEEDWAY,AUSTIN,TX,78751,1,1,806,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,630,2,17,176,2010
12440,A9707912,AUSTIN JEWISH ACADEMY,7300 HART LN,AUSTIN,TX,78731,1,1,126,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,106,3,13,20,2010
12441,02062917,ST PAUL LUTHERAN SCHOOL,610 FOWZER ST,TAYLOR,TX,76574,1,1,36,WILLIAMSON,48491,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,32,2,10,4,2009
12485,A1171681,CRESTVIEW BAPTIST EARLY CHILDHOOD CENTER,301 N LOOP 250 W,MIDLAND,TX,79703,7,1,15,MIDLAND,48329,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,14,2,3,1,2014
12486,A0702230,JOSHUA CHRISTIAN ACADEMY,508 N BROADWAY ST,JOSHUA,TX,76058,1,1,121,JOHNSON,48251,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,110,2,17,11,2014
12487,A9708032,THE DA VINCI SCHOOL,10909 MIDWAY RD,DALLAS,TX,75229,6,1,26,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,22,2,5,4,2014
12488,A1171763,THE TOWNE CREEK SCHOOL,3311 WILLIAMSBURG LN,MISSOURI CITY,TX,77459,3,1,16,FORT BEND,48157,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,14,2,6,2,2014
12575,BB101425,YELLOW SCHOOL-MDPC,245 BLALOCK,HOUSTON,TX,77024,7,1,68,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,58,2,3,10,2012
12581,A0903594,PRIMROSE SCHOOL OF VALLEY RANCH,577 CIMARRON TRL,IRVING,TX,75063,7,1,17,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,15,2,3,2,2012
12582,A0903611,ST MATTHEW CATHOLIC SCHOOL,400 W SUNSET RD,EL PASO,TX,79922,1,1,305,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,287,2,13,18,2012
12586,A9106493,THE PHARR ORATORY OF ST PHILIP NERI SCHOOL SYSTEM,1407 W MOORE RD,PHARR,TX,78577,1,1,306,HIDALGO,48215,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,285,2,17,21,2012
12649,A1102193,PRIMROSE SCHOOL AT HIDDEN LAKES,1100 DAVIS BLVD,SOUTHLAKE,TX,76092,7,1,32,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,30,2,4,2,2018
12731,BB170370,HANDPRINT ACADEMY,702 S HAMPTON RD,DALLAS,TX,75208,7,1,10,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,9,2,3,1,2019
12732,A1703434,CORAM DEO ACADEMY,7777 LBJ FWY,DALLAS,TX,75251,1,1,112,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,102,2,13,10,2019
12733,A1592192,CRISTO REY DALLAS COLLEGE PREP,1054 N ST AUGUSTINE DR,DALLAS,TX,75217,1,1,404,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,374,14,16,30,2019
12734,A1303459,PRIMROSE SCHOOL OF SIENNA,4400 SIENNA PKWY,MISSOURI CITY,TX,77459,7,1,17,FORT BEND,48157,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,16,2,4,1,2019
12735,A1503765,PRIMROSE SCHOOL OF WEST CINCO RANCH,26900 CINCO RANCH BLVD,KATY,TX,77494,6,1,65,FORT BEND,48157,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,30,2,6,35,2019
12736,A1703563,SPANISH HOUSE ELEMENTARY SCHOOL,7159 E GRAND AVE,DALLAS,TX,75223,3,1,115,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,101,3,9,14,2019
13035,A0509167,PATHWAY CHRISTIAN ACADEMY,345 NW RENFRO ST,BURLESON,TX,76028,6,1,7,JOHNSON,48251,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,6,2,3,1,2012
13064,A1171723,MEADOW OAKS ACADEMY,1412 S BELT LINE RD,MESQUITE,TX,75149,5,1,121,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,107,2,10,14,2014
13083,A1102140,ARBORCREEK MONTESSORI SCHOOL,2713 COOKSCREEK PL,FARMERS BRANCH,TX,75234,2,1,20,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,17,2,8,3,2018
13136,A1390358,UNIVERSITY PARK ACADEMY,5830 VAN FLEET,HOUSTON,TX,77033,1,1,41,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,29,15,17,12,2018
13176,A1390347,NORTH TEXAS LEADERSHIP ACADEMY,10200 ALTA VISTA RD,KELLER,TX,76244,3,1,42,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,34,2,11,8,2018
13177,A1503774,RIVERSIDE MISSION CHRISTIAN ACADEMY,301 RICHLAND BLVD,GRAND SALINE,TX,75140,1,1,30,VAN ZANDT,48467,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,26,2,17,4,2018
13234,A0503427,JOHN PAUL II HIGH SCHOOL,900 COIT RD,PLANO,TX,75075,1,1,842,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,786,14,17,56,2010
13235,01327251,ZION LUTHERAN SCHOOL,6121 E LOVERS LN,DALLAS,TX,75214,1,1,169,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,166,2,13,3,2010
13236,A9707926,CHILDRENS DISCOVERY CENTER,403 S MAIN ST,IRVING,TX,75060,2,1,24,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,16,2,4,8,2010
13237,AA001213,REDEEMER MONTESSORI SCHOOL,2700 WARREN CIR,IRVING,TX,75062,2,1,65,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,60,2,11,5,2010
13238,A9504124,OAK HILL ACADEMY,9407 MIDWAY RD,DALLAS,TX,75220,4,1,191,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,154,2,17,37,2010
13239,01322683,ST MICHAELS CATHOLIC SCHOOL,208 N MCLEOD ST,CUERO,TX,77954,1,1,80,DEWITT,48123,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,69,2,10,11,2009
13240,A9300933,RIVERBEND MONTESSORI SCHOOL,4225 ELKINS RD,SUGAR LAND,TX,77479,2,1,34,FORT BEND,48157,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,26,2,11,8,2010
13241,01325312,CRISTO REY JESUIT COLLEGE PREP SCHOOL OF HOUSTON,6700 MOUNT CARMEL DR,HOUSTON,TX,77087,1,1,579,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,536,14,17,43,2009
13242,BB021815,GRANT ROAD DAY CARE & KINDERGARTIN,9514 GRANT RD,HOUSTON,TX,77070,7,1,11,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,11,2,3,0,2010
13243,BB041577,REED'S PREPARATORY SCHOOL,12003 PENN ST,CROSBY,TX,77532,7,1,11,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,9,2,3,2,2010
13264,A9904214,FIRST BAPTIST ACADEMY,7450 MEMORIAL WOODS DR,HOUSTON,TX,77024,1,1,289,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,256,2,13,33,2009
13265,A9106482,LUTHERAN HIGH NORTH,1130 W 34TH ST,HOUSTON,TX,77018,3,1,156,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,144,14,17,12,2009
13266,01329838,CHISHOLM TRAIL ACADEMY,401 S OLD BETSY RD,KEENE,TX,76059,1,1,176,JOHNSON,48251,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,165,14,17,11,2010
13267,01322195,NOTRE DAME CATHOLIC SCHOOL,907 MAIN ST,KERRVILLE,TX,78028,1,1,129,KERR,48265,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,111,2,13,18,2010
13268,X1327353,LUBBOCK CHRISTIAN SCHOOL,2604 DOVER AVE,LUBBOCK,TX,79407,1,1,420,LUBBOCK,48303,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,384,2,17,36,2009
13269,A9504160,SOUTHCREST CHRISTIAN SCHOOL,3801 S LOOP 289,LUBBOCK,TX,79423,1,1,434,LUBBOCK,48303,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,380,2,17,54,2009
13270,A0503382,CHRIST COMMUNITY SCHOOL,1488 WELLMAN RD,CONROE,TX,77384,1,1,104,MONTGOMERY,48339,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,86,2,12,18,2010
13271,A0503486,THE RUBICON ACADEMY,14211 HORSESHOE BND,THE WOODLANDS,TX,77384,3,1,33,MONTGOMERY,48339,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,25,3,13,8,2010
13272,01323789,ST PATRICK SCHOOL,3340 S ALAMEDA ST,CORPUS CHRISTI,TX,78411,1,1,250,NUECES,48355,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,230,2,11,20,2010
13273,02062145,COMMUNITY CHRISTIAN SCHOOL,2501 GARRETT MORRIS PKWY,MINERAL WELLS,TX,76067,1,1,113,PALO PINTO,48363,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,105,2,17,8,2010
13274,A9504017,FULL ARMOR CHRISTIAN ACADEMY,2324 FM 3135 E,HENDERSON,TX,75652,1,1,154,RUSK,48401,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,124,2,17,30,2010
13275,A0109351,COVENANT CLASSICAL SCHOOL,1701 WIND STAR WAY,FORT WORTH,TX,76108,1,1,434,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,395,3,17,39,2010
13276,A0109481,ST ELIZABETH ANN SETON SCHOOL,2016 WILLIS LN,KELLER,TX,76248,1,1,508,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,462,2,13,46,2010
13277,01323348,ST LOUIS CATHOLIC SCHOOL,2114 ST JOSEPH BLVD,AUSTIN,TX,78759,1,1,234,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,214,2,13,20,2010
13302,A9504159,SOUTH SHORE MONTESSORI,201 S SHORE BLVD,LEAGUE CITY,TX,77573,2,1,40,GALVESTON,48167,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,27,2,9,13,2012
13303,A9703359,MESSIAH LUTHERAN CLASSICAL ACADEMY,1308 WHITLEY RD,KELLER,TX,76248,1,1,87,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,71,2,13,16,2012
13561,BB170350,AUTISM TREATMENT CENTER DAY SCHOOL PROGRAM,10503 METRIC DR,DALLAS,TX,75243,4,1,52,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,43,1,1,9,2019
13562,BB170375,KATY MONTESSORI SCHOOL,12350 WESTHEIMER RD # A,HOUSTON,TX,77077,2,1,24,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,22,2,3,2,2019
13563,A1703447,FORT BEND CHRISTIAN ACADEMY ELEMENTARY SCHOOL,1201 LAKEVIEW DR,SUGAR LAND,TX,77478,1,1,199,FORT BEND,48157,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,183,2,9,16,2019
14023,Y1325356,DUCHESNE ACADEMY OF THE SACRED HEART,10202 MEMORIAL DR,HOUSTON,TX,77024,1,1,725,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,638,2,17,87,2010
14075,A1102147,BROWNSVILLE MONTESSORI ACADEMY,36 S CORIA ST,BROWNSVILLE,TX,78520,2,1,33,CAMERON,48061,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,27,2,6,6,2014
14076,A1171678,CREME DE LA CREME,300 S DENTON TAP RD,COPPELL,TX,75019,7,1,17,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,16,2,4,1,2014
14077,A1102167,GREATER CALVARY ACADEMY,6510 BERKMAN DR,AUSTIN,TX,78723,1,1,15,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,13,3,9,2,2014
14078,A1102177,KILLEEN ADVENTIST JUNIOR ACADEMY,3412 LAKE RD,KILLEEN,TX,76543,1,1,54,BELL,48027,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,48,2,13,6,2014
14079,K9306111,PEACE LUTHERAN PRESCHOOL & DAYCARE,595 BELVIDERE ST,EL PASO,TX,79912,6,1,5,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,4,2,3,1,2014
14145,A1390352,SPRINGBOARD ACADEMICS,3901 INTERSTATE 27,LUBBOCK,TX,79404,1,1,95,LUBBOCK,48303,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,88,3,17,7,2018
14191,A1503677,COVENANT CHRISTIAN ACADEMY,14 CHISHOLM TRL,ROUND ROCK,TX,78681,1,1,3,WILLIAMSON,48491,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,2,14,15,1,2018
14192,A1503679,CRISTO REY DALLAS COLLEGE PREP,1064 N ST AUGUSTINE DR,DALLAS,TX,75217,1,1,133,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,127,14,14,6,2018
14193,BB130486,FIRST CHRISTIAN ACADEMY,706 S IOWA AVE,WESLACO,TX,78596,1,1,31,HIDALGO,48215,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,28,2,8,3,2018
14194,A1503714,ITOP CHRISTIAN ACADEMY,2010 E LANCASTER AVE,FORT WORTH,TX,76103,1,1,44,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,39,2,10,5,2018
14195,A1503762,PEACE LUTHERAN PRESCHOOL,10625 N FM 620 RD,AUSTIN,TX,78726,6,1,11,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,10,2,4,1,2018
14197,A1303461,PRIMROSE SCHOOL OF SPRING CYPRESS,11616 SPRING CYPRESS RD,TOMBALL,TX,77377,7,1,26,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,25,2,5,1,2018
14256,01322843,ST PIUS X CATHOLIC SCHOOL,7734 ROBIN REST DR,SAN ANTONIO,TX,78209,1,1,199,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,180,2,13,19,2010
14257,A0702220,HERITAGE MONTESSORI OF MURPHY,120 HERITAGE PKWY,MURPHY,TX,75094,2,1,7,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,5,2,3,2,2010
14258,01322708,ST ANTHONY SCHOOL,635 BONHAM ST,COLUMBUS,TX,78934,1,1,180,COLORADO,48089,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,166,2,13,14,2010
14259,01324294,ST PIUS X CATHOLIC SCHOOL,3030 GUS THOMASSON RD,DALLAS,TX,75228,1,1,352,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,329,2,13,23,2010
14260,01327524,AKIBA ACADEMY OF DALLAS,12324 MERIT DR,DALLAS,TX,75251,1,1,288,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,237,2,13,51,2010
14261,01324421,ST PHILIP & ST. AUGUSTINE CATHOLIC,8151 MILITARY PKWY,DALLAS,TX,75227,1,1,300,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,271,2,13,29,2010
14262,A9707937,DESOTO PRIVATE SCHOOL,301 E BELT LINE RD,DESOTO,TX,75115,1,1,133,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,122,2,11,11,2010
14263,AA000003,A CHILDS GARDEN MONTESSORI SCHOOL,1935 OLD DENTON RD,CARROLLTON,TX,75006,2,1,9,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,3,2,3,6,2010
14264,X1328481,TRINITY CHRISTIAN ACADEMY,17001 ADDISON RD,ADDISON,TX,75001,1,1,1516,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,1376,2,17,140,2010
14265,AA001216,NORTH DALLAS ADVENTIST ACADEMY,2800 CUSTER PKWY,RICHARDSON,TX,75080,1,1,331,COLLIN,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,300,2,17,31,2010
14266,01327397,HIGHLANDER SCHOOL,9120 PLANO RD,DALLAS,TX,75238,1,1,68,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,58,2,11,10,2010
14267,01635029,EL PASO ADVENTIST JR ACADEMY,3510 GEORGE DIETER DR,EL PASO,TX,79936,1,1,35,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,32,3,13,3,2010
14268,A9300861,COMMUNITY OF FAITH CHRISTIAN SCHOOL,4539 EMORY RD,EL PASO,TX,79922,1,1,36,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,28,2,13,8,2010
14269,BB912520,THE SCHOOL FOR YOUNG CHILDREN,810 SUL ROSS ST,HOUSTON,TX,77006,4,1,43,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,37,1,1,6,2010
14270,02163416,MEMORIAL LUTHERAN SCHOOL,5800 WESTHEIMER RD,HOUSTON,TX,77057,1,1,93,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,79,2,13,14,2009
14271,BB981416,THE HARRIS SCHOOL,6210 ROOKIN ST,HOUSTON,TX,77074,4,1,25,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,19,2,11,6,2009
14282,01327885,SCHOOL OF THE WOODS,1321 WIRT RD,HOUSTON,TX,77055,2,1,301,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,260,2,17,41,2009
14283,02163609,THE AWTY INTERNATIONAL SCHOOL,7455 AWTY SCHOOL LN,HOUSTON,TX,77055,3,1,1603,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,1453,2,17,150,2010
14284,Z1328448,THE KINKAID SCHOOL,201 KINKAID SCHOOL DR,HOUSTON,TX,77024,1,1,1518,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,1375,2,17,143,2010
14285,02062134,COMMUNITY CHRISTIAN SCHOOL,3400 MARTIN LUTHER KING JR DR,ORANGE,TX,77632,1,1,215,ORANGE,48361,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,198,2,17,17,2011
14286,01324851,HOLY FAMILY CATHOLIC SCHOOL,6146 PERSHING AVE,FORT WORTH,TX,76107,1,1,139,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,125,2,13,14,2009
14287,01329259,STARPOINT SCHOOL,2805 STADIUM DR,FORT WORTH,TX,76129,4,1,70,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,61,1,1,9,2009
14288,A0790170,NORTHSTAR SCHOOL,4620 PARK SPRINGS BLVD,ARLINGTON,TX,76017,1,1,58,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,43,12,17,15,2010
14289,A0771784,KELLER MONTESSORI SCHOOL,122 E VINE ST,KELLER,TX,76248,2,1,26,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,22,2,5,4,2010
14290,K9305950,RED APPLE SCHOOL AT PEACE LUTHERAN CHURCH,941 W BEDFORD EULESS RD,HURST,TX,76053,6,1,39,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,31,2,4,8,2010
14291,01324953,ST MARIA GORETTI CATHOLIC SCHOOL,1200 S DAVIS DR A,ARLINGTON,TX,76013,1,1,338,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,312,2,13,26,2009
14292,01326553,REDEEMER LUTHERAN SCHOOL,1500 W ANDERSON LN,AUSTIN,TX,78757,1,1,442,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,407,2,13,35,2010
