,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,NAICS_CODE,NAICS_DESC,LEVEL,ENROLLMENT,START_GRAD,END_GRADE,FT_TEACHER,YEAR
14293,A0503465,CITY SCHOOL,1844 TERI RD,AUSTIN,TX,78744,3,1,114,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,101,2,13,13,2010
14294,A9300974,SUMMIT CHRISTIAN ACADEMY,3122 MONTGOMERY RD,HUNTSVILLE,TX,77340,1,1,86,WALKER,48471,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,77,2,16,9,2010
14295,01323916,MARY HELP OF CHRISTIANS SCHOOL,10 E DEL MAR BLVD,LAREDO,TX,78041,1,1,408,WEBB,48479,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,378,2,13,30,2009
14326,A0903542,LIGHT OF THE WORLD SCHOOL,8750 N RIVERSIDE DR,KELLER,TX,76244,7,1,17,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,13,2,3,4,2012
14334,A9703374,MOUNT ST MICHAEL CATHOLIC SCHOOL,4500 W DAVIS ST,DALLAS,TX,75222,1,1,125,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,109,2,13,16,2012
14349,BB081684,LITTLE YORKERS MONTESSORI SCHOOL,13233 W LITTLE YORK RD,HOUSTON,TX,77041,2,1,38,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,30,2,3,8,2012
14431,BB182570,EASTSIDE CHRISTIAN SCHOOL,5250 U S HWY 190 E,LIVINGSTON,TX,77351,1,1,47,POLK,48373,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,41,2,17,6,2019
14432,BB182616,RESOLUTE ACADEMY,3131 MCKINNEY AVE STE 600,DALLAS,TX,75204,6,1,91,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,86,14,17,5,2019
14433,A1703572,ST FRANCIS MONTESSORI,1018 W PIONEER DR,IRVING,TX,75061,2,1,60,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,52,2,11,8,2019
14588,BB182644,NEW LIFE CHRISTIAN ACADEMY,2626 GUS THOMASSON RD,DALLAS,TX,75228,1,1,50,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,43,2,17,7,2019
14589,BB182683,JEFFERSON ACADEMY,3060 FM 728,JEFFERSON,TX,75657,1,1,37,MARION,48315,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,30,14,17,7,2019
14590,BB130503,MONTESSORI LEARNING INSTITUTE,5812 MAPLE ST,HOUSTON,TX,77074,2,1,38,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,34,2,12,4,2019
14591,A1703541,PROVIDENCE PRIVATE ACADEMY,2511 COUNTRY RD 169,CISCO,TX,76437,1,1,5,EASTLAND,48133,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,3,2,8,2,2019
15017,01326189,GATEWAY CHRISTIAN SCHOOL,6623 FIVE PALMS DR,SAN ANTONIO,TX,78242,1,1,67,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,60,2,17,7,2010
15018,A9300956,CROSSROADS CHRISTIAN ACADEMY,5834 RAY ELLISON BLVD,SAN ANTONIO,TX,78242,1,1,37,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,32,2,11,5,2010
15019,A0503459,PEARLAND HERITAGE CHRISTIAN ACADEMY,12006 SHADOW CREEK PKWY STE 110,PEARLAND,TX,77584,1,1,55,BRAZORIA,48039,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,48,2,9,7,2010
15020,A0771844,PRIMROSE SCHOOL OF STONE BROOKE,5651 VIRGINIA PKWY,MCKINNEY,TX,75071,7,1,12,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,10,2,3,2,2010
15021,A0109323,ALL SAINTS CATHOLIC SCHOOL,7777 OSAGE PLZ PKWY,DALLAS,TX,75252,1,1,287,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,259,2,13,28,2010
15022,A0303155,VANGUARD PREPARATORY SCHOOL,4240 SIGMA RD,DALLAS,TX,75244,6,1,109,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,93,3,17,16,2010
15023,A9300898,GRACE ACADEMY OF DALLAS,11306A INWOOD RD,DALLAS,TX,75229,1,1,146,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,132,2,11,14,2010
15024,01324465,MARY IMMACULATE ELEMENTARY SCHOOL,14032 DENNIS LN,FARMERS BRANCH,TX,75234,1,1,489,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,455,3,13,34,2010
15025,A0771751,DKH ACADEMY,2425 BRIARHILL BLVD,HIGHLAND VILLAGE,TX,75077,7,1,46,DENTON,48121,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,35,2,4,11,2010
15026,A0308056,THE WOODLANDS PREPORATORY SCHOOL,27440 KUYKENEAHL RD,TOMBALL,TX,77375,1,1,159,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,133,2,17,26,2010
15033,A9300947,ROUND ROCK CHRISTIAN ACADEMY,301 N LAKE CREEK DR,ROUND ROCK,TX,78681,1,1,495,WILLIAMSON,48491,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,454,2,17,41,2010
15062,BB101435,THE OAKS ADVENTIST CHRISTIAN SCHOOL,11735 GRANT RD,CYPRESS,TX,77429,1,1,138,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,128,3,17,10,2012
15063,BB943069,WESTVIEW SCHOOL,1900 KERSTEN DR,HOUSTON,TX,77043,4,1,108,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,88,2,13,20,2012
15099,BB122142,KATY GT ACADEMY,21020 HIGHLAND KNOLLS DR,KATY,TX,77450,2,1,34,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,32,2,6,2,2014
15100,A1190082,LEGACY CLASSICAL CHRISTIAN ACADEMY,12501 HWY 287,HASLET,TX,76052,1,1,87,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,79,2,17,8,2014
15101,A1171688,ISLAMIC FAITH ACADEMY,10645 STATE HIGHWAY 64 E,TYLER,TX,75707,1,1,27,SMITH,48423,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,23,2,8,4,2014
15102,A0750099,THE WIDE SCHOOL,2777 DULLES AVE,MISSOURI CITY,TX,77459,1,1,107,FORT BEND,48157,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,91,2,11,16,2014
15103,A1171725,MONTESSORI ACADEMY,3943 BOURBON ST,HARLINGEN,TX,78550,2,1,23,CAMERON,48061,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,19,2,10,4,2014
15104,A1171747,ST FRANCIS MONTESSORI CHRISTIAN SCHOOL,6280 LOS ROBLES DR,EL PASO,TX,79912,2,1,13,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,11,2,3,2,2014
15105,K9306017,ST MARYS EPISCOPAL DAY SCHOOL,24 N MASONIC ST,BELLVILLE,TX,77418,6,1,9,AUSTIN,48015,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,8,2,3,1,2014
15127,BB141020,FRASSATI CATHOLIC HIGH SCHOOL,22151 FRASSATI WAY,SPRING,TX,77389,1,1,283,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,259,14,17,24,2018
15180,01326804,RADFORD SCHOOL,2001 RADFORD ST,EL PASO,TX,79922,1,1,234,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,204,2,17,30,2010
15181,AA000766,IMMANUEL CHRISTIAN SCHOOL,1201 HAWKINS BLVD,EL PASO,TX,79925,1,1,423,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,394,2,17,29,2010
15182,A9503964,CHRISTIAN HERITAGE CLASSICAL SCHOOL,2715 FM 1844,LONGVIEW,TX,75605,1,1,307,GREGG,48183,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,269,2,17,38,2010
15183,BB943622,ROSAS SCHOOL/TRADITIONAL,1207 DOLLY WRIGHT ST,HOUSTON,TX,77088,1,1,12,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,9,2,8,3,2010
15184,A9106476,STJOHN PAUL II CATHOLIC SCHOOL,1400 PKWY PLZ DR,HOUSTON,TX,77077,1,1,1270,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,1228,2,13,42,2009
15185,A9106505,ST MARK'S EPISCOPAL SCHOOL,3816 BELLAIRE BLVD,HOUSTON,TX,77025,1,1,451,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,391,2,13,60,2009
15186,BB943511,THE VILLAGE MONTESSORI SCHOOL,2329 BISSONNET ST,HOUSTON,TX,77005,2,1,22,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,20,2,3,2,2009
15199,AA890929,SHERWOOD FOREST MONTESSORI SCHOOL,1331 SHERWOOD FOREST ST,HOUSTON,TX,77043,2,1,57,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,47,2,11,10,2009
15200,AA890925,CHRISTIAN SCHOOL OF NORTHWEST HOUSTON,6720 W TIDWELL RD,HOUSTON,TX,77092,2,1,15,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,12,2,9,3,2010
15201,BB942704,CLEAR LAKE CHRISTIAN SCHOOL,14325 CRESCENT LANDING DR,HOUSTON,TX,77062,1,1,253,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,225,2,17,28,2010
15202,01327105,ST JOHNS EPISCOPAL DAY SCHOOL,2500 N 10TH ST,MCALLEN,TX,78501,1,1,158,HIDALGO,48215,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,143,2,11,15,2010
15203,01323213,REICHER CATHOLIC HIGH SCHOOL,2102 N 23RD STRET,WACO,TX,76708,1,1,165,MCLENNAN,48309,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,147,14,17,18,2009
15204,AA000538,FIRST BAPTIST CHILD DEVELOPMENT CENTER,2104 W LOUISIANA AVE,MIDLAND,TX,79701,7,1,32,MIDLAND,48329,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,29,2,3,3,2009
15205,A0771834,PRIMROSE SCHOOL - IMPERIAL OAKS,2114 RAYFORD RD,SPRING,TX,77386,7,1,13,MONTGOMERY,48339,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,12,2,3,1,2010
15206,01327047,CHRIST EPISCOPAL SCHOOL,1428 N MOUND ST,NACOGDOCHES,TX,75961,1,1,68,NACOGDOCHES,48347,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,58,2,11,10,2009
15207,A9703321,FT WORTH ADVENTIST JR ACADEMY,3040 SYCAMORE SCHOOL RD,FORT WORTH,TX,76133,1,1,72,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,66,2,13,6,2009
15208,A9703383,ST JOSEPH CATHOLIC SCHOOL,2015 SW GREEN OAKS BLVD,ARLINGTON,TX,76017,1,1,330,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,306,2,13,24,2010
15209,A0303067,FELLOWSHIP ACADEMY,1021 BOWMAN SPRINGS,KENNEDALE,TX,76060,1,1,415,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,378,2,17,37,2010
15210,A0771839,PRIMROSE SCHOOL OF PARKWOOD HILL,7451 PARKWOOD HILL BLVD,FORT WORTH,TX,76137,7,1,11,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,10,2,3,1,2010
15212,01325899,ST JOHNS EPISCOPAL SCHOOL,1600 SHERMAN DR,ABILENE,TX,79605,1,1,124,TAYLOR,48441,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,109,2,10,15,2009
15214,A9504191,VICTORIA CHRISTIAN SCHOOL,3310 N BEN JORDAN ST,VICTORIA,TX,77901,1,1,56,VICTORIA,48469,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,51,2,10,5,2009
15249,A1303422,LIBERTY BAPTIST SCHOOL,602 MANCO RD,LEWISVILLE,TX,75067,1,1,56,DENTON,48121,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,52,3,17,4,2018
15258,A1503842,UPWARD HOPE ACADEMY,101 14TH ST,GALVESTON,TX,77550,6,1,94,GALVESTON,48167,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,90,14,17,4,2018
15274,A1592191,ADVANCED PREPARATORY INTERNATIONAL,5787 S HAMPTON RD STE 115,DALLAS,TX,75232,1,1,32,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,26,14,17,6,2018
15293,BB162914,AUSTIN CLASSICAL SCHOOL,6301 WOODROW AVE,AUSTIN,TX,78757,1,1,121,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,107,2,11,14,2018
15294,A1503662,COUNTRY HOME LEARNING CENTER #1 LTD,13315 NW MILITARY HWY,SAN ANTONIO,TX,78231,6,1,266,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,198,2,3,68,2018
15295,BB122123,CYPRESS MONTESSORI SCHOOL,9507 HUFFMEISTER RD,HOUSTON,TX,77095,2,1,38,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,28,2,3,10,2018
15296,A1303399,ISLAMIC ACADEMY OF SAN ANTONIO (IASA),8638 FAIRHAVEN ST,SAN ANTONIO,TX,78229,1,1,74,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,64,2,10,10,2018
15690,01324523,BISHOP DUNNE CATHOLIC SCHOOL,3900 RUGGED DR,DALLAS,TX,75224,1,1,668,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,611,11,17,57,2010
15691,AA890914,JESUS CHAPEL SCHOOL,10200 ALBUM AVE,EL PASO,TX,79925,1,1,110,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,91,2,17,19,2010
15692,BB061569,FIRST FRIENDS DAY SCHOOL,1062 FAIRMONT PKWY,PASADENA,TX,77504,6,1,5,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,4,2,3,1,2010
15693,BB943535,ANNUNCIATION ORTHODOX SCHOOL,3600 YOAKUM BLVD,HOUSTON,TX,77006,1,1,684,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,612,2,13,72,2009
15708,A0109357,THE DISCOVERY SCHOOL,1711 W ALBERTA RD,EDINBURG,TX,78539,2,1,111,HIDALGO,48215,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,104,2,11,7,2010
15709,A9504039,HILL COUNTRY MONTESSORI SCHOOL,50 STONE WALL DR,BOERNE,TX,78006,2,1,69,KENDALL,48259,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,62,2,13,7,2009
15710,A0303113,PCAL CHRISTIAN SCHOOL,9268 HWY 242,CONROE,TX,77385,1,1,129,MONTGOMERY,48339,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,114,2,17,15,2010
15711,A0702188,AZLE CHRISTIAN SCHOOLS,1801 S STEWART ST,AZLE,TX,76020,1,1,94,PARKER,48367,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,83,2,17,11,2010
15712,A0109452,REGENTS SCHOOL OF AUSTIN,3230 TRAVIS COUNTRY CIR,AUSTIN,TX,78735,1,1,1098,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,1003,3,17,95,2010
15732,A0903543,NEW FRONTIERS CHRISTIAN ACADEMY,24385 INTERSTATE 20,WILLS POINT,TX,75169,1,1,46,VAN ZANDT,48467,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,38,3,17,8,2012
15774,A1171722,LOCKHART MONTESSORI SCHOOL,610 WESTWOOD RD,LOCKHART,TX,78644,2,1,62,CALDWELL,48055,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,59,1,1,3,2014
15775,A9707998,MIDLAND MONTESSORI SCHOOL,1011 AUSTIN ST,MIDLAND,TX,79703,2,1,132,MIDLAND,48329,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,122,2,11,10,2014
15776,A9106440,ST PAUL'S PREPARATORY ACADEMY,6900 US HIGHWAY 287,ARLINGTON,TX,76001,1,1,235,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,218,2,17,17,2014
15794,A1503647,AMEEN PEOPLE MONTESSORI,614 HIETT AVE,ARLINGTON,TX,76010,2,1,18,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,13,2,12,5,2018
15842,BB141032,KIDS DAY OUT PRESCHOOL AND KINDERGARTEN,373 HOWARD ST,NEW BRAUNFELS,TX,78130,7,1,17,COMAL,48091,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,16,2,3,1,2018
15925,A0109467,STILL CREEK CHRISTIAN ACADEMY,6055 HEARNE RD,BRYAN,TX,77808,1,1,51,BRAZOS,48041,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,34,8,17,17,2010
15926,01329995,ST ALBANS EPISCOPAL DAY SCHOOL,1417 E AUSTIN AVE,HARLINGEN,TX,78550,1,1,234,CAMERON,48061,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,219,2,11,15,2009
15927,01326542,OUR REDEEMER LUTHERAN SCHOOL,7611 PARK LN,DALLAS,TX,75225,1,1,77,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,66,2,11,11,2010
15928,01915006,FAIRHILL SCHOOL,16150 PRESTON RD,DALLAS,TX,75248,4,1,189,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,162,7,17,27,2010
15929,A9504208,YAVNEH ACADEMY OF DALLAS,12324 MERIT DR,DALLAS,TX,75251,1,1,125,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,107,14,17,18,2010
15930,AA000541,FIRST BAPTIST KINDERGARTEN,500 MAIN ST,HEREFORD,TX,79045,7,1,15,DEAF SMITH,48117,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,10,2,3,5,2010
15931,02061039,THE VILLAGE SCHOOL,13077 WESTELLA DR,HOUSTON,TX,77077,3,1,1726,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,1583,2,17,143,2009
15958,A9503912,ALPINE MONTESSORI SCHOOL,908 N 6TH ST,ALPINE,TX,79830,2,1,31,BREWSTER,48043,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,26,2,11,5,2012
15963,AA000020,AGGIELAND COUNTRY SCHOOL,1500 QUAIL RUN,COLLEGE STATION,TX,77845,2,1,34,BRAZOS,48041,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,25,2,10,9,2012
15981,A0903480,AHB COMMUNITY SCHOOL,4001 SPEEDWAY,AUSTIN,TX,78751,1,1,76,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,68,5,13,8,2012
15989,BB162890,MARIPOSA MONTESSORI SCHOOL,4622 S LAMAR,AUSTIN,TX,78745,2,1,37,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,34,2,10,3,2018
15990,BB130476,CHILDREN'S COURTYARD,6200 BRYANT IRVIN RD,FORT WORTH,TX,76132,7,1,5,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,4,2,3,1,2018
15991,A1303456,PRIMROSE SCHOOL OF HUEBNER VILLAGE,2410 HUEBNER PARK,SAN ANTONIO,TX,78248,7,1,16,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,15,2,3,1,2018
16066,BB182592,LIGHTHOUSE BAPTIST ACADEMY,8622 GARTH RD,BAYTOWN,TX,77521,1,1,50,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,41,2,17,9,2019
16067,BB170374,JAPANESE LANGUAGE ADVANCEMENT,4100 ALPHA RD # 917,DALLAS,TX,75244,3,1,468,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,464,2,17,4,2019
16068,A1503847,VICTORY LEARNING CENTER,660 SW MILITARY DR STE T,SAN ANTONIO,TX,78221,1,1,225,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,222,14,17,3,2019
16081,A9300855,FELLOWSHIP CHRISTIAN ACADEMY,1821 W CAMP WISDOM RD,DALLAS,TX,75232,1,1,250,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,233,2,13,17,2010
16172,A9504165,ST MATTHEW CATHOLIC SCHOOL,10703 WURZBACH RD,SAN ANTONIO,TX,78230,1,1,694,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,647,2,13,47,2010
16173,01324997,ST MARY SCHOOL,931 N WEAVER ST,GAINESVILLE,TX,76240,1,1,142,COOKE,48097,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,131,2,13,11,2009
16174,01324283,ST RITA SCHOOL,12525 INWOOD RD,DALLAS,TX,75244,6,1,671,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,633,2,13,38,2010
16175,A0109365,FIRST BAPTIST ACADEMY DALLAS,1606 PATTERSON ST 10TH FL,DALLAS,TX,75201,1,1,210,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,180,2,17,30,2010
16176,01324658,ST JOSEPH'S SCHOOL,1300 LAMAR ST,EL PASO,TX,79903,1,1,282,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,261,2,13,21,2010
16177,A9503969,CHRISTIAN SCHOOLS OF EL PASO,10104 ALBUM AVE,EL PASO,TX,79925,6,1,5,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,4,2,3,1,2010
16178,BB021879,CROSSPOINT CHRISTIAN SCHOOL,700 WESTGREEN BLVD,KATY,TX,77450,7,1,28,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,27,2,4,1,2010
16179,01325549,ST ANNE CATHOLIC SCHOOL,2120 WESTHEIMER RD,HOUSTON,TX,77098,1,1,452,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,434,2,13,18,2010
16194,A9106483,LUTHERAN SOUTH ACADEMY,12555 RYEWATER DR,HOUSTON,TX,77089,1,1,828,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,755,2,17,73,2010
16195,BB943660,GOUDEAU ACCELERATED PREPARATORY ACADEMY,11410 HALL RD,HOUSTON,TX,77089,1,1,46,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,40,2,10,6,2010
16196,A9504038,HILL COUNTRY CHRISTIAN SCHOOL OF SAN MARCOS,1401 DAVIS LN,SAN MARCOS,TX,78666,1,1,203,HAYS,48209,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,186,2,17,17,2010
16197,01328936,ST MATTHEW'S EPISCOPAL SCHOOL,2620 CRESTVIEW DR,EDINBURG,TX,78539,1,1,33,HIDALGO,48215,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,28,2,9,5,2010
16198,01326644,ST PAUL LUTHERAN SCHOOL,300 PECAN BLVD,MCALLEN,TX,78501,1,1,104,HIDALGO,48215,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,94,2,13,10,2010
16199,01323927,ST GERTRUDE SCHOOL,400 E CAESAR AVE,KINGSVILLE,TX,78363,1,1,53,KLEBERG,48273,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,48,2,11,5,2009
16200,02062021,FREDONIA HILL BAPTIST ACADEMY,1711 S ST,NACOGDOCHES,TX,75964,1,1,99,NACOGDOCHES,48347,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,89,2,13,10,2009
16201,01327014,ALL SAINTS EPISCOPAL SCHOOL,2695 S SW LOOP 323,TYLER,TX,75701,1,1,618,SMITH,48423,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,558,2,17,60,2010
16202,A9106443,THE JANE JUSTIN SCHOOL,1300 W LANCASTER AVE,FORT WORTH,TX,76102,4,1,77,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,65,2,16,12,2010
16203,A0503469,SAN ANGELO CHRISTIAN ACADEMY,518 COUNTRY CLUB RD,SAN ANGELO,TX,76904,1,1,107,TOM GREEN,48451,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,89,2,17,18,2010
16204,A0771781,JOY SCHOOL,6002 KNICKERBOCKER RD,SAN ANGELO,TX,76904,1,1,29,TOM GREEN,48451,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,26,2,6,3,2010
16205,01326382,TRINITY LUTHERAN SCHOOL,3516 LUTHERAN WAY,SAN ANGELO,TX,76904,1,1,113,TOM GREEN,48451,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,103,2,14,10,2009
16206,01322162,SACRED HEART SCHOOL,1007 TRL ST,FLORESVILLE,TX,78114,1,1,47,WILSON,48493,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,42,2,10,5,2009
16219,A0992063,SAINTT THERESA CATHOLIC SCHOOL,705 ST THERESA BLVD,SUGAR LAND,TX,77498,1,1,226,FORT BEND,48157,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,210,2,13,16,2012
16221,BB101476,THE CHILDRENS COURTYARD 3052,16255 LONGENBAUGH DR,HOUSTON,TX,77095,1,1,19,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,18,2,6,1,2012
16235,A9106465,GRACE SCHOOL,10219 ELLA LEE LN,HOUSTON,TX,77042,1,1,389,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,350,2,13,39,2012
16238,A0771807,MONTESSORI ACADEMY OF NORTH TEXAS,906 COTTONWOOD DR,SHERMAN,TX,75090,2,1,51,GRAYSON,48181,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,42,2,11,9,2012
16243,A0903562,PIERCE PRIVATE DAY SCHOOL,9930 VALLEY RANCH PKWY W,IRVING,TX,75063,6,1,11,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,10,2,3,1,2012
16261,A0109424,LEGACY CHRISTIAN ACADEMY,5000 ACADEMY DR,FRISCO,TX,75034,1,1,1029,DENTON,48121,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,945,2,17,84,2012
16286,A0702235,LEGACY PREPARATORY CHRISTIAN ACADEMY,9768 RESEARCH FOREST DR,THE WOODLANDS,TX,77354,3,1,452,MONTGOMERY,48339,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,420,2,17,32,2014
16287,A1171745,SPRINGBOK ACADEMY,1300 FULTON ST STE 502,DENTON,TX,76201,7,1,5,DENTON,48121,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,1,2,3,4,2014
16345,A1503751,MORNING STAR ACADEMY,1510 W FM 898,BONHAM,TX,75418,1,1,52,FANNIN,48147,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,43,2,12,9,2018
16387,A1503719,KIDS LEARNING CENTER,6520 CUSTER RD,PLANO,TX,75023,7,1,14,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,12,2,3,2,2018
